experiment,experiment_label,condition,mode,seed,task,initial_update_steps,invocation_update_steps,resumed_update_steps,total_update_steps,resumed_from_checkpoint,backup_boundary_count,success_rate,action_mse,task_1_success_rate,task_2_success_rate,task_3_success_rate,task_4_success_rate,task_5_success_rate,path
antmaze_1m,"AntMaze Medium, 1M",naive-offset24,naive,1,antmaze-medium-stitch-v0,100000,900000,900000,1000000,True,40000,0.0,1.2933366298675537,0.0,0.0,0.0,0.0,0.0,segbench-gc-final-results/runs/segmentation-antmaze-full-gate/naive-offset24/seed_1/metrics.jsonl
antmaze_1m,"AntMaze Medium, 1M",naive-offset24,naive,2,antmaze-medium-stitch-v0,100000,900000,900000,1000000,True,40000,0.0,1.3363473415374756,0.0,0.0,0.0,0.0,0.0,segbench-gc-final-results/runs/segmentation-antmaze-full-gate/naive-offset24/seed_2/metrics.jsonl
antmaze_1m,"AntMaze Medium, 1M",original,original,1,antmaze-medium-stitch-v0,100000,900000,900000,1000000,True,5000,0.128,0.6224056482315063,0.56,0.0,0.06,0.0,0.02,segbench-gc-final-results/runs/segmentation-antmaze-full-gate/original/seed_1/metrics.jsonl
antmaze_1m,"AntMaze Medium, 1M",original,original,2,antmaze-medium-stitch-v0,100000,900000,900000,1000000,True,5000,0.196,0.6003068089485168,0.7,0.08,0.02,0.0,0.18,segbench-gc-final-results/runs/segmentation-antmaze-full-gate/original/seed_2/metrics.jsonl
antmaze_1m,"AntMaze Medium, 1M",robust-offset24,robust,1,antmaze-medium-stitch-v0,100000,900000,900000,1000000,True,40000,0.068,0.6143919825553894,0.22,0.0,0.02,0.0,0.1,segbench-gc-final-results/runs/segmentation-antmaze-full-gate/robust-offset24/seed_1/metrics.jsonl
antmaze_1m,"AntMaze Medium, 1M",robust-offset24,robust,2,antmaze-medium-stitch-v0,100000,900000,900000,1000000,True,40000,0.148,0.6104826927185059,0.68,0.0,0.02,0.0,0.04,segbench-gc-final-results/runs/segmentation-antmaze-full-gate/robust-offset24/seed_2/metrics.jsonl
medium_1m,"PointMaze Medium, 1M",original,original,0,pointmaze-medium-stitch-v0,0,1000000,0,1000000,False,5000,0.696,0.8696128726005554,1.0,1.0,0.48,0.0,1.0,segbench-final-pointmaze-controls/runs/segbench-final-pointmaze-controls/original/seed_0/metrics.jsonl
medium_1m,"PointMaze Medium, 1M",original,original,1,pointmaze-medium-stitch-v0,0,1000000,0,1000000,False,5000,0.712,0.8067950010299683,1.0,1.0,0.6,0.0,0.96,segbench-final-pointmaze-controls/runs/segbench-final-pointmaze-controls/original/seed_1/metrics.jsonl
medium_1m,"PointMaze Medium, 1M",original,original,2,pointmaze-medium-stitch-v0,0,1000000,0,1000000,False,5000,0.704,0.843696117401123,1.0,1.0,0.54,0.0,0.98,segbench-final-pointmaze-controls/runs/segbench-final-pointmaze-controls/original/seed_2/metrics.jsonl
medium_1m,"PointMaze Medium, 1M",original,original,3,pointmaze-medium-stitch-v0,0,1000000,0,1000000,False,5000,0.628,0.7709805965423584,1.0,0.52,0.62,0.0,1.0,segbench-final-pointmaze-controls/runs/segbench-final-pointmaze-controls/original/seed_3/metrics.jsonl
medium_1m,"PointMaze Medium, 1M",original,original,4,pointmaze-medium-stitch-v0,0,1000000,0,1000000,False,5000,0.596,0.8345409631729126,1.0,0.54,0.66,0.0,0.78,segbench-final-pointmaze-controls/runs/segbench-final-pointmaze-controls/original/seed_4/metrics.jsonl
medium_1m,"PointMaze Medium, 1M",robust-offset24,robust,0,pointmaze-medium-stitch-v0,0,1000000,0,1000000,False,40000,0.648,0.9003251791000366,1.0,1.0,0.3,0.0,0.94,segbench-gc-results/runs/segmentation-medium-full-gate/robust-offset24/seed_0/metrics.jsonl
medium_1m,"PointMaze Medium, 1M",robust-offset24,robust,1,pointmaze-medium-stitch-v0,0,1000000,0,1000000,False,40000,0.636,0.8588967323303223,0.54,1.0,0.64,0.0,1.0,segbench-gc-results/runs/segmentation-medium-full-gate/robust-offset24/seed_1/metrics.jsonl
medium_1m,"PointMaze Medium, 1M",robust-offset24,robust,2,pointmaze-medium-stitch-v0,0,1000000,0,1000000,False,40000,0.672,0.8516018390655518,1.0,1.0,0.36,0.0,1.0,segbench-gc-results/runs/segmentation-medium-full-gate/robust-offset24/seed_2/metrics.jsonl
medium_1m,"PointMaze Medium, 1M",robust-offset24,robust,3,pointmaze-medium-stitch-v0,0,1000000,0,1000000,False,40000,0.732,0.7902858257293701,1.0,1.0,0.66,0.0,1.0,segbench-final-pointmaze-controls/runs/segbench-final-pointmaze-controls/robust-offset24/seed_3/metrics.jsonl
medium_1m,"PointMaze Medium, 1M",robust-offset24,robust,4,pointmaze-medium-stitch-v0,0,1000000,0,1000000,False,40000,0.656,0.7959058284759521,1.0,0.76,0.56,0.0,0.96,segbench-final-pointmaze-controls/runs/segbench-final-pointmaze-controls/robust-offset24/seed_4/metrics.jsonl
medium_1m,"PointMaze Medium, 1M",naive-offset24,naive,0,pointmaze-medium-stitch-v0,0,1000000,0,1000000,False,40000,0.0,1.0013256072998047,0.0,0.0,0.0,0.0,0.0,segbench-gc-results/runs/segmentation-medium-full-gate/naive-offset24/seed_0/metrics.jsonl
medium_1m,"PointMaze Medium, 1M",naive-offset24,naive,1,pointmaze-medium-stitch-v0,0,1000000,0,1000000,False,40000,0.0,0.9776971340179443,0.0,0.0,0.0,0.0,0.0,segbench-gc-results/runs/segmentation-medium-full-gate/naive-offset24/seed_1/metrics.jsonl
medium_1m,"PointMaze Medium, 1M",naive-offset24,naive,2,pointmaze-medium-stitch-v0,0,1000000,0,1000000,False,40000,0.0,0.8704671859741211,0.0,0.0,0.0,0.0,0.0,segbench-gc-results/runs/segmentation-medium-full-gate/naive-offset24/seed_2/metrics.jsonl
medium_1m,"PointMaze Medium, 1M",naive-offset24,naive,3,pointmaze-medium-stitch-v0,0,1000000,0,1000000,False,40000,0.0,1.0476852655410767,0.0,0.0,0.0,0.0,0.0,segbench-final-pointmaze-controls/runs/segbench-final-pointmaze-controls/naive-offset24/seed_3/metrics.jsonl
medium_1m,"PointMaze Medium, 1M",naive-offset24,naive,4,pointmaze-medium-stitch-v0,0,1000000,0,1000000,False,40000,0.0,0.9631820917129517,0.0,0.0,0.0,0.0,0.0,segbench-final-pointmaze-controls/runs/segbench-final-pointmaze-controls/naive-offset24/seed_4/metrics.jsonl
