mode,distance_to_cut,samples,weighted_value_mean,weighted_value_std,weighted_q_mean,weighted_q_std,value_h1_mean,q_h1_mean,value_h2_mean,q_h2_mean,value_h4_mean,q_h4_mean,value_h8_mean,q_h8_mean
robust,1,2048,-30.99160992250436,13.22685533061349,-32.2336077863838,12.433215011410281,-15.885591506958008,-16.554752349853516,-22.786083221435547,-23.704496383666992,-28.24571990966797,-29.391094207763672,-32.52439880371094,-33.82481384277344
robust,2,2048,-30.202313933396727,12.530430467337261,-31.528371897101167,11.80448981700013,-14.994770050048828,-15.725722312927246,-21.847578048706055,-22.841724395751953,-27.39019012451172,-28.62546157836914,-31.75374984741211,-33.139678955078125
robust,3,2048,-31.13503055743131,13.334821208074915,-32.40564461789563,12.61078345963999,-16.032949447631836,-16.71299934387207,-22.927379608154297,-23.860889434814453,-28.378801345825195,-29.551355361938477,-32.6683235168457,-33.99927520751953
robust,4,2048,-30.701246510078455,12.736778166747731,-31.870103335888416,12.053422715167573,-15.3975830078125,-16.038436889648438,-22.305252075195312,-23.17607879638672,-27.870792388916016,-28.958208084106445,-32.2618408203125,-33.48407745361328
robust,5,2048,-31.134359649528776,13.000021755443148,-32.40955091537253,12.239945469124983,-15.829524993896484,-16.531856536865234,-22.776309967041016,-23.729890823364258,-28.32528305053711,-29.50720977783203,-32.69153594970703,-34.02482604980469
robust,6,2048,-30.908438454003587,12.661016461279772,-32.13775934729274,11.919465481281105,-15.535543441772461,-16.22329330444336,-22.477386474609375,-23.412349700927734,-28.06692123413086,-29.21429443359375,-32.47582244873047,-33.759132385253906
robust,7,2048,-31.23070367793225,13.47708578226915,-32.48562990681094,12.724942703553701,-16.055522918701172,-16.752399444580078,-22.98312759399414,-23.927377700805664,-28.4632511138916,-29.631505966186523,-32.771305084228516,-34.082427978515625
robust,8,2048,-31.020830470812506,12.838779353688698,-32.27430032102984,12.08628051835108,-15.783012390136719,-16.46495819091797,-22.704261779785156,-23.632450103759766,-28.227018356323242,-29.385677337646484,-32.57072448730469,-33.88252258300781
naive,0,2048,-15.10442556605485,3.636418843111243,-15.830872576093679,3.2068250979635278,-9.882478713989258,-10.406515121459961,-12.838593482971191,-13.464691162109375,-14.552437782287598,-15.245688438415527,-15.577353477478027,-16.323562622070312
naive,1,2048,-15.022807483538418,3.7017751902251925,-15.714824023347681,3.3406240094927386,-9.844300270080566,-10.35078239440918,-12.791229248046875,-13.390249252319336,-14.48656940460205,-15.146732330322266,-15.490238189697266,-16.200511932373047
naive,2,2048,-14.76894145513761,3.5827464842735863,-15.503213383221738,3.163806202945083,-9.438989639282227,-9.97392749786377,-12.439596176147461,-13.07948112487793,-14.195752143859863,-14.90272045135498,-15.253204345703125,-16.00636100769043
naive,3,2048,-15.084902169358974,3.734876975970716,-15.78637242263867,3.3508888783540924,-9.939188003540039,-10.448762893676758,-12.871191024780273,-13.480966567993164,-14.554550170898438,-15.22686767578125,-15.549007415771484,-16.26887321472168
naive,4,2048,-14.96086678239444,3.534676892744576,-15.640293831637972,3.1898319747126678,-9.626757621765137,-10.134659767150879,-12.625629425048828,-13.226951599121094,-14.381732940673828,-15.039472579956055,-15.44607162475586,-16.14145851135254
naive,5,2048,-14.993525619321735,3.660414938593606,-15.7060719606583,3.231342569860741,-9.778050422668457,-10.295609474182129,-12.732418060302734,-13.350923538208008,-14.444746017456055,-15.129920959472656,-15.465605735778809,-16.19676399230957
naive,6,2048,-14.976828507526807,3.6031099458201115,-15.704134476573746,3.2158000592002574,-9.67721939086914,-10.196060180664062,-12.660375595092773,-13.281932830810547,-14.40460205078125,-15.096918106079102,-15.458492279052734,-16.20633888244629
naive,7,2048,-15.105074745727688,3.687751884777736,-15.82183504148379,3.269756221270662,-9.900060653686523,-10.427800178527832,-12.853069305419922,-13.48243522644043,-14.558494567871094,-15.25006103515625,-15.575875282287598,-16.310375213623047
naive,8,2048,-15.00887015047483,3.66804146874712,-15.74213216801727,3.2632376117868027,-9.820577621459961,-10.355569839477539,-12.766583442687988,-13.402436256408691,-14.468573570251465,-15.171796798706055,-15.477745056152344,-16.230167388916016
