mode,distance_to_cut,samples,weighted_value_mean,weighted_value_std,weighted_q_mean,weighted_q_std,value_h1_mean,q_h1_mean,value_h2_mean,q_h2_mean,value_h4_mean,q_h4_mean,value_h8_mean,q_h8_mean
robust,1,2048,-28.05053120492521,14.0499364770822,-29.492940337785786,13.21286363457694,-14.349979400634766,-14.938158988952637,-20.662311553955078,-21.537445068359375,-25.447559356689453,-26.64952850341797,-29.444164276123047,-30.98433494567871
robust,2,2048,-28.006513877191175,13.957558269216559,-29.343433902764808,13.199220189529594,-14.393107414245605,-14.956099510192871,-20.689800262451172,-21.514789581298828,-25.439231872558594,-26.559616088867188,-29.388713836669922,-30.814010620117188
robust,3,2048,-28.210301079942475,13.937484188327279,-29.589070891068694,13.170154576481913,-14.520049095153809,-15.089668273925781,-20.83931541442871,-21.673728942871094,-25.614498138427734,-26.75450897216797,-29.601892471313477,-31.074321746826172
robust,4,2048,-28.570755598863975,14.157563459623677,-29.9198469414383,13.34937624714437,-14.938940048217773,-15.497613906860352,-21.293670654296875,-22.115428924560547,-26.033252716064453,-27.155197143554688,-29.949954986572266,-31.389923095703125
robust,5,2048,-27.81740455769668,13.991948211046555,-29.184498762945807,13.179840761755747,-14.187446594238281,-14.766277313232422,-20.443885803222656,-21.294225692749023,-25.208179473876953,-26.354711532592773,-29.20638656616211,-30.66322135925293
robust,6,2048,-28.3593899559879,14.34714423949164,-29.808040217002418,13.462373106351086,-14.758678436279297,-15.355923652648926,-21.06948471069336,-21.951515197753906,-25.801681518554688,-27.010578155517578,-29.73870277404785,-31.284870147705078
robust,7,2048,-28.07124119349919,13.873280628727846,-29.480930783590836,12.990647882194832,-14.35700798034668,-14.93692398071289,-20.673141479492188,-21.53461456298828,-25.459613800048828,-26.637252807617188,-29.466766357421875,-30.97116470336914
robust,8,2048,-28.2347245017032,13.684311751790004,-29.610772424386596,12.853362735690457,-14.565694808959961,-15.109247207641602,-20.888673782348633,-21.707597732543945,-25.6544189453125,-26.791841506958008,-29.62268829345703,-31.09451675415039
naive,0,2048,-12.935812732857448,4.998177763036892,-14.052737585598539,4.1225766178200045,-8.035797119140625,-8.597623825073242,-10.497307777404785,-11.157352447509766,-12.081701278686523,-12.973653793334961,-13.417732238769531,-14.60741901397705
naive,1,2048,-12.75364733249412,4.921660239052962,-13.879350939592221,4.05827082948876,-7.789534568786621,-8.356224060058594,-10.270410537719727,-10.931816101074219,-11.87994384765625,-12.773727416992188,-13.243122100830078,-14.44266128540039
naive,2,2048,-12.804197131561203,4.923371592884269,-13.917099026880532,4.060527597183175,-7.860682964324951,-8.436280250549316,-10.335968017578125,-11.004984855651855,-11.937827110290527,-12.829229354858398,-13.291145324707031,-14.474793434143066
naive,3,2048,-12.823347785891018,4.974669370058388,-13.969182958687815,4.080147098327171,-7.906919002532959,-8.483083724975586,-10.36761474609375,-11.045063018798828,-11.960474967956543,-12.87293529510498,-13.307762145996094,-14.528387069702148
naive,4,2048,-12.979025771162195,5.080283189597228,-14.119035332388034,4.164125477814119,-8.149223327636719,-8.73463249206543,-10.586390495300293,-11.280715942382812,-12.142965316772461,-13.064329147338867,-13.453055381774902,-14.664766311645508
naive,5,2048,-12.701529748618487,4.9588209781357655,-13.821259913208996,4.06566670996898,-7.732264518737793,-8.304830551147461,-10.213099479675293,-10.87794017791748,-11.825688362121582,-12.713394165039062,-13.19173812866211,-14.384060859680176
naive,6,2048,-12.858704558543149,5.127431814952308,-14.056692344756083,4.148762170169057,-8.012754440307617,-8.618608474731445,-10.4481201171875,-11.164105415344238,-12.015174865722656,-12.980119705200195,-13.33517837524414,-14.61005973815918
naive,7,2048,-12.795353294253072,4.960467346742443,-13.93209266191261,4.062976564731304,-7.829239845275879,-8.40058708190918,-10.314668655395508,-10.988115310668945,-11.9234619140625,-12.82943058013916,-13.284687995910645,-14.495512008666992
naive,8,2048,-12.912138688428968,4.952361982286693,-14.051197824894574,4.061591614669386,-7.9871063232421875,-8.56141471862793,-10.450008392333984,-11.118037223815918,-12.047819137573242,-12.955145835876465,-13.397520065307617,-14.611138343811035
