mode,distance_to_cut,samples,weighted_value_mean,weighted_value_std,weighted_q_mean,weighted_q_std,value_h1_mean,q_h1_mean,value_h2_mean,q_h2_mean,value_h4_mean,q_h4_mean,value_h8_mean,q_h8_mean
robust,4,2048,-30.141963656233926,13.354458713389201,-31.46206136067831,12.797417735586006,-15.280526161193848,-15.944896697998047,-21.965988159179688,-22.859416961669922,-27.256132125854492,-28.420833587646484,-31.666860580444336,-33.05976867675781
robust,5,2048,-29.459978477373078,13.11889898075523,-30.782479924310245,12.542984397116237,-14.593335151672363,-15.258567810058594,-21.20138168334961,-22.100234985351562,-26.53240394592285,-27.705108642578125,-30.992496490478516,-32.38739776611328
robust,6,2048,-30.064158360310465,13.372860145807383,-31.358807504093416,12.85255996361496,-15.161092758178711,-15.819005966186523,-21.82346534729004,-22.705883026123047,-27.145893096923828,-28.29375457763672,-31.597217559814453,-32.96220779418945
robust,7,2048,-29.72671867348217,12.932978182059136,-31.04464159256895,12.39840445576823,-14.733965873718262,-15.408536911010742,-21.397804260253906,-22.301647186279297,-26.76878547668457,-27.939289093017578,-31.2725772857666,-32.661373138427734
robust,8,2048,-29.93627709345092,12.740007726095177,-31.257408670731092,12.187682271831568,-14.943626403808594,-15.606307983398438,-21.634078979492188,-22.519058227539062,-26.994281768798828,-28.15704345703125,-31.47962188720703,-32.87445831298828
naive,0,2048,-14.064514572819462,4.1058777557022355,-14.998817875689566,3.458667981153177,-8.305027961730957,-8.891510963439941,-10.995811462402344,-11.677871704101562,-12.999740600585938,-13.858595848083496,-14.646453857421875,-15.620492935180664
naive,1,2048,-13.903985232151536,4.104018529418452,-14.856729092069326,3.476092891109612,-8.089761734008789,-8.69851303100586,-10.796142578125,-11.501540184020996,-12.822004318237305,-13.699090957641602,-14.492459297180176,-15.484437942504883
naive,2,2048,-13.941799203350456,4.064618896103605,-14.885992863863066,3.4371786752010256,-8.14724349975586,-8.750069618225098,-10.854596138000488,-11.554319381713867,-12.869698524475098,-13.742202758789062,-14.52731990814209,-15.510191917419434
naive,3,2048,-13.982160788865441,4.085363107767621,-14.933035850972374,3.4584940523537355,-8.19958209991455,-8.79935073852539,-10.89352798461914,-11.586730003356934,-12.906012535095215,-13.778520584106445,-14.567299842834473,-15.558594703674316
naive,4,2048,-14.098400738244571,4.209413770971079,-15.026157072932257,3.588573044225645,-8.450326919555664,-9.032544136047363,-11.111953735351562,-11.789189338684082,-13.066661834716797,-13.915785789489746,-14.667003631591797,-15.634449005126953
naive,5,2048,-13.851265856497776,4.085718674664129,-14.811075799186801,3.4475970024279254,-8.01948070526123,-8.628154754638672,-10.725933074951172,-11.432735443115234,-12.760525703430176,-13.644712448120117,-14.442316055297852,-15.442112922668457
naive,6,2048,-14.026135914021552,4.209569120818472,-14.991321518687618,3.545671053700895,-8.32281494140625,-8.915704727172852,-10.991872787475586,-11.687705993652344,-12.97519588470459,-13.85700798034668,-14.60193157196045,-15.609766006469727
naive,7,2048,-13.943415665940483,4.081403777654196,-14.894286680545338,3.4686609249473253,-8.12618350982666,-8.724021911621094,-10.833616256713867,-11.526116371154785,-12.860989570617676,-13.731073379516602,-14.532207489013672,-15.523794174194336
naive,8,2048,-14.053528741398303,4.07115825873916,-15.000702393762184,3.4189359359809814,-8.269847869873047,-8.863728523254395,-10.969594955444336,-11.660721778869629,-12.982170104980469,-13.851518630981445,-14.638174057006836,-15.62576961517334
