mode,distance_to_cut,samples,weighted_value_mean,weighted_value_std,weighted_q_mean,weighted_q_std,value_h1_mean,q_h1_mean,value_h2_mean,q_h2_mean,value_h4_mean,q_h4_mean,value_h8_mean,q_h8_mean
robust,3,2048,-26.421342760758854,15.653722283773623,-28.255902556206273,14.56765210337094,-14.223844528198242,-15.000038146972656,-19.867076873779297,-20.953205108642578,-24.11124038696289,-25.596965789794922,-27.660276412963867,-29.621639251708984
robust,4,2048,-25.740304716454194,15.200040605183645,-27.62529380323285,14.067939189861448,-13.499923706054688,-14.262064933776855,-19.07377815246582,-20.16122055053711,-23.364410400390625,-24.880084991455078,-26.992233276367188,-29.011913299560547
robust,5,2048,-26.30329144744028,15.40847945916401,-28.174656551245423,14.302055133309702,-13.954334259033203,-14.73575210571289,-19.61484718322754,-20.71656608581543,-23.928640365600586,-25.44464874267578,-27.562824249267578,-29.56447982788086
robust,6,2048,-25.931031362341308,15.164816094590124,-27.858273826209185,14.031679702701311,-13.628223419189453,-14.41804313659668,-19.233116149902344,-20.360485076904297,-23.5391845703125,-25.096221923828125,-27.18941879272461,-29.252395629882812
robust,7,2048,-26.38804258827186,15.882745169277117,-28.357615221788592,14.74734620501688,-14.194971084594727,-15.00076961517334,-19.823158264160156,-20.975139617919922,-24.067800521850586,-25.659282684326172,-27.62793731689453,-29.73630142211914
robust,8,2048,-26.176624626030573,15.255367034108756,-28.064580929514932,14.189108797466746,-13.946292877197266,-14.725419044494629,-19.57090950012207,-20.669078826904297,-23.835983276367188,-25.36083221435547,-27.422311782836914,-29.443313598632812
naive,0,2048,-13.153606117133313,4.747877632398215,-14.148912182546338,3.881875569409509,-7.917977809906006,-8.460101127624512,-10.417224884033203,-11.004955291748047,-12.186903953552246,-12.99980354309082,-13.679412841796875,-14.736080169677734
naive,1,2048,-13.09094175403279,4.769543957532707,-14.083831572532654,3.9028366530304366,-7.887210845947266,-8.444193840026855,-10.3811616897583,-10.975634574890137,-12.13780403137207,-12.948648452758789,-13.612508773803711,-14.665185928344727
naive,2,2048,-12.721445274141114,4.638354992572606,-13.800499032521476,3.715559837690661,-7.385922908782959,-7.975152492523193,-9.913692474365234,-10.558173179626465,-11.726946830749512,-12.614033699035645,-13.25896167755127,-14.403682708740234
naive,3,2048,-13.139470575016093,4.8635670556415125,-14.189882272356408,3.916289802765704,-7.99371337890625,-8.564828872680664,-10.464780807495117,-11.094208717346191,-12.199721336364746,-13.063234329223633,-13.654775619506836,-14.769140243530273
naive,4,2048,-12.871736239308483,4.681571213980597,-13.938881480824238,3.785679172219167,-7.578987121582031,-8.1539945602417,-10.092065811157227,-10.72434139251709,-11.888299942016602,-12.763898849487305,-13.404433250427246,-14.537376403808594
naive,5,2048,-13.051251824975587,4.749631309011481,-14.057581241950082,3.8353845780353764,-7.778326988220215,-8.353069305419922,-10.292659759521484,-10.906488418579102,-12.076733589172363,-12.91102123260498,-13.581018447875977,-14.645944595336914
naive,6,2048,-12.97405938756001,4.709916233436526,-13.994518565981707,3.8364951194502135,-7.657670497894287,-8.216447830200195,-10.17845344543457,-10.787731170654297,-11.98345947265625,-12.819477081298828,-13.509506225585938,-14.592159271240234
naive,7,2048,-13.122051622185428,4.830323194692195,-14.14100506452196,3.9222077192081164,-7.916112899780273,-8.486612319946289,-10.408927917480469,-11.02613353729248,-12.165620803833008,-13.008414268493652,-13.64413833618164,-14.723466873168945
naive,8,2048,-13.051653052278198,4.781007750713947,-14.11951383107903,3.842220095129529,-7.850940704345703,-8.425972938537598,-10.341044425964355,-10.97327995300293,-12.098180770874023,-12.972354888916016,-13.573111534118652,-14.70698070526123
