mode,distance_to_cut,samples,weighted_value_mean,weighted_value_std,weighted_q_mean,weighted_q_std,value_h1_mean,q_h1_mean,value_h2_mean,q_h2_mean,value_h4_mean,q_h4_mean,value_h8_mean,q_h8_mean
robust,7,2048,-29.599439697573324,13.011274866541028,-31.14314718012001,12.333155958027836,-15.001651763916016,-15.716978073120117,-21.397504806518555,-22.412803649902344,-26.631328582763672,-27.979698181152344,-31.11519432067871,-32.750205993652344
robust,8,2048,-29.712655981769785,12.857741079358782,-31.25242608685803,12.183455918499856,-15.230209350585938,-15.93269157409668,-21.625041961669922,-22.622852325439453,-26.805089950561523,-28.140350341796875,-31.211339950561523,-32.844268798828125
naive,0,2048,-14.381955722759448,4.078866100461393,-15.203166181992128,3.4821443436266795,-8.912759780883789,-9.445695877075195,-11.793035507202148,-12.396872520446777,-13.686256408691406,-14.409652709960938,-14.896885871887207,-15.753594398498535
naive,1,2048,-14.214704315215203,4.079860495055432,-15.067831817756087,3.5094654506129817,-8.706969261169434,-9.24679183959961,-11.6019868850708,-12.220695495605469,-13.511112213134766,-14.254409790039062,-14.733765602111816,-15.62557315826416
naive,2,2048,-14.305335573523825,3.968578358743677,-15.101723191718339,3.4297030755408078,-8.785619735717773,-9.307565689086914,-11.690999984741211,-12.282093048095703,-13.601679801940918,-14.302474975585938,-14.825201034545898,-15.655431747436523
naive,3,2048,-14.357773480314789,4.016951447223215,-15.148481970756576,3.468878810715121,-8.839635848999023,-9.357900619506836,-11.740917205810547,-12.324913024902344,-13.650030136108398,-14.345520973205566,-14.877934455871582,-15.702428817749023
naive,4,2048,-14.426802757640962,4.172539470806091,-15.256352929230616,3.583437244298739,-9.024288177490234,-9.571223258972168,-11.884897232055664,-12.50464153289795,-13.749006271362305,-14.483556747436523,-14.933992385864258,-15.798095703125
naive,5,2048,-14.170417159119825,4.06587761968881,-15.014271992751674,3.455670636076247,-8.660663604736328,-9.194867134094238,-11.549198150634766,-12.167081832885742,-13.459153175354004,-14.201955795288086,-14.690549850463867,-15.571855545043945
naive,6,2048,-14.327470322829868,4.196242655889056,-15.19799692492925,3.554840362897268,-8.901765823364258,-9.456988334655762,-11.762361526489258,-12.39797592163086,-13.638288497924805,-14.403985977172852,-14.838058471679688,-15.747117042541504
naive,7,2048,-14.268440093433309,4.068664882495636,-15.111839236176273,3.5015191797121927,-8.737883567810059,-9.286234855651855,-11.643199920654297,-12.264076232910156,-13.558860778808594,-14.30062484741211,-14.789932250976562,-15.669755935668945
naive,8,2048,-14.368017276234603,4.035283353841036,-15.204497130169237,3.4483750004973586,-8.870338439941406,-9.402801513671875,-11.7642822265625,-12.374028205871582,-13.666471481323242,-14.400886535644531,-14.885838508605957,-15.759542465209961
