mode,distance_to_cut,samples,weighted_value_mean,weighted_value_std,weighted_q_mean,weighted_q_std,value_h1_mean,q_h1_mean,value_h2_mean,q_h2_mean,value_h4_mean,q_h4_mean,value_h8_mean,q_h8_mean
robust,8,2048,-29.766242188306567,13.469732229506699,-31.121756723652652,12.769421132878932,-15.01091194152832,-15.678789138793945,-21.6248722076416,-22.528894424438477,-26.985620498657227,-28.166423797607422,-31.276674270629883,-32.70947265625
naive,0,2048,-9.112857347710086,7.303987145572491,-11.761374879389404,5.259821140913361,-6.864253044128418,-7.562625885009766,-8.029878616333008,-9.09656810760498,-8.748409271240234,-10.527596473693848,-9.330270767211914,-12.237689018249512
naive,1,2048,-9.293136505145867,7.437753410178001,-11.936670170379603,5.389190093680706,-7.051703453063965,-7.745521545410156,-8.211305618286133,-9.27725887298584,-8.926414489746094,-10.705831527709961,-9.510194778442383,-12.412046432495117
naive,2,2048,-8.920749239322708,7.213028730225846,-11.58065701983687,5.209741769917147,-6.654294013977051,-7.33636474609375,-7.816099166870117,-8.87356948852539,-8.54510498046875,-10.321664810180664,-9.141146659851074,-12.063619613647461
naive,3,2048,-9.306317206359722,7.461140565122734,-11.949564242830956,5.384698646820206,-7.101325511932373,-7.808781623840332,-8.250264167785645,-9.324087142944336,-8.952343940734863,-10.73886489868164,-9.518965721130371,-12.41879653930664
naive,4,2048,-9.398761724076461,7.3703722479908675,-11.98786704256363,5.358530756816469,-7.116331100463867,-7.789033889770508,-8.299163818359375,-9.332813262939453,-9.028176307678223,-10.764436721801758,-9.619503021240234,-12.463003158569336
naive,5,2048,-9.486530704298776,7.365186932344729,-11.96427647261189,5.374719351837547,-7.187391757965088,-7.831204414367676,-8.384040832519531,-9.364944458007812,-9.117008209228516,-10.767858505249023,-9.708362579345703,-12.430678367614746
naive,6,2048,-9.10081704442664,7.2962714565021445,-11.741879774886364,5.267488873063059,-6.860106468200684,-7.55308723449707,-8.020713806152344,-9.076793670654297,-8.737560272216797,-10.511262893676758,-9.317526817321777,-12.217437744140625
naive,7,2048,-9.269294075037873,7.349899679047602,-11.884615540292724,5.330648329831695,-7.012794494628906,-7.706464767456055,-8.178082466125488,-9.234917640686035,-8.900063514709473,-10.662557601928711,-9.487937927246094,-12.358139038085938
naive,8,2048,-9.395999550022134,7.384343186753662,-11.961079720141424,5.360129629885623,-7.122786521911621,-7.831424236297607,-8.302674293518066,-9.35122299194336,-9.026845932006836,-10.760344505310059,-9.615745544433594,-12.428153038024902
